Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Teal Bunbury,66,LM,silverrare,United States,73,66,60,66,38,78,https://wefut.com/player/22/8320/teal-bunbury
Aristote Nsiala,66,CB,silverrare,DR Congo,71,38,49,50,63,82,https://wefut.com/player/22/8316/aristote-nsiala
John Marquis,66,ST,silverrare,England,68,66,52,60,39,83,https://wefut.com/player/22/8312/john-marquis
Andrzej Niewulis,66,CB,silverrare,Poland,55,39,52,52,64,81,https://wefut.com/player/22/8307/andrzej-niewulis
Javi Lara,66,CM,silverrare,Spain,54,68,72,66,55,48,https://wefut.com/player/22/8297/javi-lara
Milan Đurić,66,ST,silverrare,Bosnia Herzegovina,50,65,53,55,32,77,https://wefut.com/player/22/8290/milan-duric
Nabil Bahoui,66,LW,silverrare,Sweden,72,68,65,67,35,72,https://wefut.com/player/22/8282/nabil-bahoui
Francesco Di Tacchio,66,CM,silverrare,Italy,51,50,58,59,64,86,https://wefut.com/player/22/8268/francesco-di-tacchio
Garath McCleary,66,RM,silverrare,Jamaica,69,64,62,68,48,66,https://wefut.com/player/22/8263/garath-mccleary
Atdhe Nuhiu,66,ST,silverrare,Kosovo,32,66,59,64,42,78,https://wefut.com/player/22/8261/atdhe-nuhiu
Emir Kujović,66,ST,silverrare,Sweden,34,70,52,56,31,64,https://wefut.com/player/22/8255/emir-kujovic
Shin Hyung Min,66,CDM,silverrare,Korea Republic,51,63,67,62,62,72,https://wefut.com/player/22/8252/shin-hyung-min
Ben Tozer,66,CB,silverrare,England,48,51,53,50,64,86,https://wefut.com/player/22/8240/ben-tozer
Yaw Ihle Amankwah,66,CB,silverrare,Norway,37,34,37,41,64,80,https://wefut.com/player/22/8230/yaw-ihle-amankwah
Scott Jamieson,66,LB,silverrare,Australia,64,52,61,61,63,78,https://wefut.com/player/22/8217/scott-jamieson
Yeom Ki Hun,66,CM,silverrare,Korea Republic,37,67,75,70,46,57,https://wefut.com/player/22/8214/yeom-ki-hun
Tomasz Jodłowiec,66,CDM,silverrare,Poland,37,49,62,57,64,76,https://wefut.com/player/22/8211/tomasz-jodlowiec
Peter Hartley,66,CB,silverrare,England,35,32,48,38,65,84,https://wefut.com/player/22/8204/peter-hartley
Zapater,66,CM,silverrare,Spain,48,64,69,61,66,70,https://wefut.com/player/22/8198/zapater
Gao Lin,66,LW,silverrare,China PR,66,66,66,65,51,75,https://wefut.com/player/22/8195/gao-lin
Julien Dacosta,66,RWB,silver,France,77,34,58,64,59,71,https://wefut.com/player/22/23666/julien-dacosta
Gonçalo Cardoso,66,CB,silver,Portugal,54,29,38,48,65,73,https://wefut.com/player/22/23665/goncalo-cardoso
Mo Adams,66,CDM,silver,England,64,48,53,64,67,69,https://wefut.com/player/22/23664/mo-adams
Juan Familia-Castillo,66,LWB,silver,Netherlands,79,53,62,67,57,72,https://wefut.com/player/22/23663/juan-familia-castillo
Denis Will Poha,66,CM,silver,France,74,61,66,68,63,70,https://wefut.com/player/22/23662/denis-will-poha
Abdulrahman Al Obaid,66,LB,silver,Saudi Arabia,78,59,65,66,57,67,https://wefut.com/player/22/23661/abdulrahman-al-obaid
Harry Chapman,66,LW,silver,England,76,59,61,70,30,57,https://wefut.com/player/22/23660/harry-chapman
Slobodan Tedić,66,ST,silver,Serbia,63,65,52,63,25,73,https://wefut.com/player/22/23655/slobodan-tedic
Alan Forrest,66,LM,silver,Scotland,81,62,60,67,46,54,https://wefut.com/player/22/23653/alan-forrest
Valera,66,RM,silver,Spain,80,60,61,67,26,47,https://wefut.com/player/22/23652/valera
Derrick Köhn,66,LB,silver,Germany,82,46,65,68,57,67,https://wefut.com/player/22/23651/derrick-kohn
Aly Abeid,66,LWB,silver,Mauritania,72,42,54,62,60,73,https://wefut.com/player/22/23649/aly-abeid
Álvaro García,66,CB,silver,Spain,64,52,58,61,66,67,https://wefut.com/player/22/23648/alvaro-garcia
Victor Torp,66,CAM,silver,Denmark,68,60,66,69,53,61,https://wefut.com/player/22/23646/victor-torp
Doğan Erdoğan,66,CM,silver,Turkey,64,54,65,66,60,69,https://wefut.com/player/22/23645/dogan-erdogan
Robert Herrmann,66,LM,silver,Germany,74,50,64,68,52,62,https://wefut.com/player/22/23644/robert-herrmann
Arribas,66,LM,silver,Spain,72,62,61,66,34,60,https://wefut.com/player/22/23642/arribas
Tomasz Makowski,66,CDM,silver,Poland,70,53,58,63,61,72,https://wefut.com/player/22/23640/tomasz-makowski
Luke Thomas,66,RM,silver,England,83,53,60,69,36,52,https://wefut.com/player/22/23639/luke-thomas
Daniel Florea,66,ST,silver,Romania,73,67,58,68,31,61,https://wefut.com/player/22/23638/daniel-florea
Callum Johnson,66,RB,silver,England,71,46,59,63,60,73,https://wefut.com/player/22/23636/callum-johnson
Conor Washington,66,ST,silver,Northern Ireland,75,65,57,65,34,72,https://wefut.com/player/22/23632/conor-washington
Ben Purrington,66,LB,silver,England,71,45,58,64,62,68,https://wefut.com/player/22/23630/ben-purrington
Tomi Jurić,66,ST,silver,Australia,62,69,55,63,45,77,https://wefut.com/player/22/23628/tomi-juric
Elliot Lee,66,CAM,silver,England,72,64,63,66,41,62,https://wefut.com/player/22/23627/elliot-lee
Hussain Al Moqahwi,66,CM,silver,Saudi Arabia,61,62,67,68,55,66,https://wefut.com/player/22/23626/hussain-al-moqahwi
Mario Rondón,66,ST,silver,Venezuela,60,64,64,66,28,74,https://wefut.com/player/22/23623/mario-rondon
Marvin Pourié,66,ST,silver,Germany,78,63,56,64,22,78,https://wefut.com/player/22/23622/marvin-pourie
Danny Hylton,66,ST,silver,England,63,65,55,62,41,77,https://wefut.com/player/22/23621/danny-hylton
Rostyn Griffiths,66,CB,silver,Australia,47,50,60,58,63,79,https://wefut.com/player/22/23620/rostyn-griffiths
Riquelme,66,RM,silver,Spain,76,62,57,69,40,53,https://wefut.com/player/22/23420/riquelme
Alfie Doughty,66,LWB,silver,England,82,46,59,62,56,57,https://wefut.com/player/22/23419/alfie-doughty
Steven Sessegnon,66,RB,silver,England,72,33,53,62,62,59,https://wefut.com/player/22/23418/steven-sessegnon
Steffen Tigges,66,ST,silver,Germany,57,67,55,55,42,79,https://wefut.com/player/22/23417/steffen-tigges
Rafik Guitane,66,CAM,silver,France,75,54,63,73,30,39,https://wefut.com/player/22/23416/rafik-guitane
Jason Davidson,66,LWB,silver,Australia,66,50,60,65,60,65,https://wefut.com/player/22/23415/jason-davidson
Tibo Persyn,66,RM,silver,Belgium,83,51,61,65,49,61,https://wefut.com/player/22/23414/tibo-persyn
Facundo Zabala,66,LB,silver,Argentina,68,26,49,56,62,49,https://wefut.com/player/22/23413/facundo-zabala
Ayrton Costa,66,CB,silver,Argentina,70,28,56,61,66,70,https://wefut.com/player/22/23412/ayrton-costa
Morgan Rogers,66,LW,silver,England,80,65,60,65,39,64,https://wefut.com/player/22/23411/morgan-rogers
Ali Alipour,66,ST,silver,Iran,75,68,50,64,23,60,https://wefut.com/player/22/23410/ali-alipour
Yan Couto,66,RB,silver,Brazil,82,52,55,65,60,58,https://wefut.com/player/22/23409/yan-couto
Danel Sinani,66,CAM,silver,Luxemburg,65,68,68,65,41,67,https://wefut.com/player/22/23408/danel-sinani
Kays Ruiz-Atil,66,CAM,silver,Morocco,67,54,64,72,44,41,https://wefut.com/player/22/23407/kays-ruiz-atil
Alex Baena,66,LM,silver,Spain,66,67,60,71,39,46,https://wefut.com/player/22/23406/alex-baena
Josh Doig,66,LB,silver,Scotland,72,54,58,63,63,70,https://wefut.com/player/22/23404/josh-doig
Darlin Yongwa,66,LB,silver,Cameroon,83,40,59,64,58,64,https://wefut.com/player/22/23403/darlin-yongwa
Saúl Crespo,66,CDM,silver,Spain,61,52,61,61,63,72,https://wefut.com/player/22/23402/saul-crespo
Ramon Hendriks,66,CB,silver,Netherlands,70,33,54,57,66,66,https://wefut.com/player/22/23401/ramon-hendriks
Tiago Dantas,66,CM,silver,Portugal,70,53,69,73,42,42,https://wefut.com/player/22/23400/tiago-dantas
Kai Klefisch,66,CDM,silver,Germany,67,52,55,62,64,75,https://wefut.com/player/22/23399/kai-klefisch
Larrazabal,66,RM,silver,Spain,78,61,61,66,48,68,https://wefut.com/player/22/23398/larrazabal
Sergio Camello,66,ST,silver,Spain,68,66,52,67,24,43,https://wefut.com/player/22/23397/sergio-camello
Paul Iacob,66,CB,silver,Romania,67,49,58,63,66,72,https://wefut.com/player/22/23396/paul-iacob
Cemali Sertel,66,LB,silver,Turkey,67,36,58,62,64,67,https://wefut.com/player/22/23395/cemali-sertel
Franco Quinteros,66,LB,silver,Argentina,67,42,54,63,63,56,https://wefut.com/player/22/23394/franco-quinteros
Thibault Vlietinck,66,RB,silver,Belgium,77,57,64,68,60,55,https://wefut.com/player/22/23393/thibault-vlietinck
Dylan Chambost,66,CAM,silver,France,64,64,66,66,52,65,https://wefut.com/player/22/23392/dylan-chambost
Xavi Simons,66,CM,silver,Netherlands,68,57,66,70,57,60,https://wefut.com/player/22/23391/xavi-simons
Carlos Benavídez,66,CDM,silver,Uruguay,65,44,57,62,69,64,https://wefut.com/player/22/23390/carlos-benavidez
Daniel Ballard,66,CB,silver,Northern Ireland,51,30,49,50,66,69,https://wefut.com/player/22/23389/daniel-ballard
Immanuel Pherai,66,LM,silver,Netherlands,75,51,61,73,34,45,https://wefut.com/player/22/23388/immanuel-pherai
Robert Ljubicic,66,CM,silver,Austria,58,57,65,68,61,68,https://wefut.com/player/22/23387/robert-ljubicic
Jonathan Meier,66,LWB,silver,Germany,73,44,59,62,61,64,https://wefut.com/player/22/23386/jonathan-meier
Lars Dietz,66,CB,silver,Germany,59,37,53,58,66,69,https://wefut.com/player/22/23383/lars-dietz
Marcel Costly,66,RM,silver,Germany,85,53,56,68,55,70,https://wefut.com/player/22/23382/marcel-costly
Brugui,66,LM,silver,Spain,85,59,59,67,42,63,https://wefut.com/player/22/23381/brugui
Yoël Armougom,66,LB,silver,France,76,42,56,65,61,62,https://wefut.com/player/22/23380/yoel-armougom
Connor Metcalfe,66,CDM,silver,Australia,57,54,59,67,56,76,https://wefut.com/player/22/23379/connor-metcalfe
Sikou Niakaté,66,CB,silver,France,68,28,44,61,65,78,https://wefut.com/player/22/23377/sikou-niakate
Flynn Downes,66,CDM,silver,England,68,53,63,65,64,71,https://wefut.com/player/22/23375/flynn-downes
Youssef Maziz,66,LM,silver,France,66,55,67,68,30,56,https://wefut.com/player/22/23372/youssef-maziz
Dimitri Lavalée,66,CB,silver,Belgium,63,29,62,62,65,68,https://wefut.com/player/22/23371/dimitri-lavalee
Herbie Kane,66,CM,silver,England,70,59,64,65,55,60,https://wefut.com/player/22/23370/herbie-kane
Jens Odgaard,66,ST,silver,Denmark,68,64,50,67,35,67,https://wefut.com/player/22/23368/jens-odgaard
Finn Stokkers,66,ST,silver,Netherlands,71,66,43,66,29,69,https://wefut.com/player/22/23367/finn-stokkers
Ahmet Arslan,66,CM,silver,Germany,68,63,65,70,56,62,https://wefut.com/player/22/23365/ahmet-arslan
Adam Andersson,66,LB,silver,Sweden,76,45,59,65,62,66,https://wefut.com/player/22/23363/adam-andersson
Taylor Moore,66,CB,silver,England,61,37,59,59,65,72,https://wefut.com/player/22/23362/taylor-moore
William Boyle,66,CB,silver,England,56,29,41,49,65,76,https://wefut.com/player/22/23361/william-boyle
Joe Rafferty,66,RWB,silver,Republic of Ireland,67,34,56,61,63,72,https://wefut.com/player/22/23358/joe-rafferty
Rachid Bouhenna,66,CB,silver,Algeria,50,44,57,51,64,77,https://wefut.com/player/22/23357/rachid-bouhenna
Ryan Williams,66,RW,silver,Australia,82,60,61,68,46,71,https://wefut.com/player/22/23356/ryan-williams
Josh Vela,66,CM,silver,England,67,59,64,65,62,79,https://wefut.com/player/22/23355/josh-vela
Richard Smallwood,66,CDM,silver,England,50,55,61,57,64,72,https://wefut.com/player/22/23354/richard-smallwood
Oliver Bozanic,66,CM,silver,Australia,66,63,65,67,65,72,https://wefut.com/player/22/23352/oliver-bozanic
Victor Jensen,66,CAM,silver,Denmark,71,58,63,69,41,54,https://wefut.com/player/22/22092/victor-jensen
Han Seung Gyu,66,CAM,silver,Korea Republic,77,57,64,68,46,63,https://wefut.com/player/22/22091/han-seung-gyu
Filip Rogić,66,CM,silver,Sweden,69,59,61,67,61,77,https://wefut.com/player/22/22088/filip-rogic
Marco Farfan,66,LB,silver,United States,70,35,51,66,63,68,https://wefut.com/player/22/22087/marco-farfan
Patrik Karlsson Lagemyr,66,CAM,silver,Sweden,79,56,64,71,32,43,https://wefut.com/player/22/22086/patrik-karlsson-lagemyr
Marko Kvasina,66,ST,silver,Austria,51,66,50,63,29,70,https://wefut.com/player/22/22084/marko-kvasina
Hu Rentian,66,RM,silver,China PR,81,59,58,67,44,66,https://wefut.com/player/22/22083/hu-rentian
Anders Konradsen,66,CM,silver,Norway,64,65,64,63,65,77,https://wefut.com/player/22/22081/anders-konradsen
Dion Sanderson,66,CB,silver,England,73,40,51,58,66,71,https://wefut.com/player/22/19983/dion-sanderson
Julien Dacosta,66,RWB,silver,France,77,34,58,64,59,71,https://wefut.com/player/22/19982/julien-dacosta
Eric Ramírez,66,ST,silver,Venezuela,51,66,46,60,22,65,https://wefut.com/player/22/19981/eric-ramirez
Braian Martínez,66,RM,silver,Argentina,82,61,56,72,39,64,https://wefut.com/player/22/19979/braian-martinez
Joe Bell,66,CM,silver,New Zealand,67,47,68,66,58,73,https://wefut.com/player/22/19978/joe-bell
Alfie Doughty,66,LWB,silver,England,82,46,59,62,56,57,https://wefut.com/player/22/19977/alfie-doughty
Dominik Kother,66,LW,silver,Germany,76,60,54,70,21,49,https://wefut.com/player/22/19975/dominik-kother
Wilson Isidor,66,ST,silver,France,67,65,54,65,21,57,https://wefut.com/player/22/19974/wilson-isidor
George Bello,66,LB,silver,United States,82,45,54,70,60,59,https://wefut.com/player/22/19972/george-bello
Mauro Ortíz,66,RW,silver,Argentina,75,56,67,70,44,43,https://wefut.com/player/22/19971/mauro-ortiz
Steven Sessegnon,66,RB,silver,England,72,33,53,62,62,59,https://wefut.com/player/22/19970/steven-sessegnon
Kristoffer Velde,66,LW,silver,Norway,81,61,55,69,33,63,https://wefut.com/player/22/19969/kristoffer-velde
Toby Sibbick,66,CB,silver,England,75,31,50,59,66,66,https://wefut.com/player/22/19967/toby-sibbick
Yuki Kakita,66,ST,silver,Japan,78,64,57,62,42,73,https://wefut.com/player/22/19965/yuki-kakita
Denis Will Poha,66,CM,silver,France,74,61,66,68,63,70,https://wefut.com/player/22/19964/denis-will-poha
Gianluca Gaudino,66,CM,silver,Germany,63,49,68,71,47,43,https://wefut.com/player/22/19963/gianluca-gaudino
Erhun Oztumer,66,CAM,silver,England,70,64,65,70,30,50,https://wefut.com/player/22/19962/erhun-oztumer
Josh Harrop,66,CAM,silver,England,67,63,68,68,37,46,https://wefut.com/player/22/19959/josh-harrop
David Henen,66,LM,silver,Togo,78,66,58,67,26,64,https://wefut.com/player/22/19958/david-henen
Nicolao Dumitru,66,ST,silver,Italy,81,63,61,69,39,67,https://wefut.com/player/22/19956/nicolao-dumitru
Tom Flanagan,66,CB,silver,Northern Ireland,44,34,53,59,65,76,https://wefut.com/player/22/19953/tom-flanagan
Niall McGinn,66,CAM,silver,Northern Ireland,72,63,63,69,34,59,https://wefut.com/player/22/19951/niall-mcginn
Adam Clayton,66,CDM,silver,England,53,59,64,63,64,67,https://wefut.com/player/22/19950/adam-clayton
Jean Patric,66,LW,silver,Brazil,86,64,58,69,30,46,https://wefut.com/player/22/19280/jean-patric
Lucas Da Cunha,66,RM,silver,France,78,61,62,69,34,55,https://wefut.com/player/22/19279/lucas-da-cunha
Cristian Neguț,66,RM,silver,Romania,80,57,62,67,30,63,https://wefut.com/player/22/19278/cristian-negu%C8%9B
Emil Ceïde,66,LW,silver,Norway,83,50,57,73,33,50,https://wefut.com/player/22/19276/emil-ceide
Gonçalo Cardoso,66,CB,silver,Portugal,54,29,38,48,65,73,https://wefut.com/player/22/19275/goncalo-cardoso
Pablo Martínez,66,LM,silver,Spain,66,56,67,64,58,60,https://wefut.com/player/22/19274/pablo-martinez
Bryan Reynolds,66,RB,silver,United States,70,47,59,60,62,63,https://wefut.com/player/22/19273/bryan-reynolds
Nicolás Thaller,66,CB,silver,Argentina,52,31,47,49,68,69,https://wefut.com/player/22/19272/nicolas-thaller
Logan Ndenbe,66,LB,silver,Belgium,76,30,58,66,61,69,https://wefut.com/player/22/19271/logan-ndenbe
Juan Familia-Castillo,66,LWB,silver,Netherlands,79,53,62,67,57,72,https://wefut.com/player/22/19270/juan-familia-castillo
Ryohei Shirasaki,66,LM,silver,Japan,68,65,64,65,52,66,https://wefut.com/player/22/19269/ryohei-shirasaki
Tony Figueroa,66,RM,silver,Mexico,69,59,63,69,25,50,https://wefut.com/player/22/19267/tony-figueroa
Aschraf El Mahdioui,66,CDM,silver,Netherlands,65,52,66,67,62,60,https://wefut.com/player/22/19266/aschraf-el-mahdioui
Sergiu Buș,66,ST,silver,Romania,68,66,57,61,43,71,https://wefut.com/player/22/19264/sergiu-bus
Niklas Sandberg,66,RM,silver,Norway,71,62,65,67,51,64,https://wefut.com/player/22/19263/niklas-sandberg
Chris Hussey,66,LWB,silver,England,66,48,62,62,60,68,https://wefut.com/player/22/19260/chris-hussey
Eoin Doyle,66,ST,silver,Republic of Ireland,60,67,58,64,28,70,https://wefut.com/player/22/19259/eoin-doyle
Zou Zheng,66,LB,silver,China PR,72,53,63,63,63,63,https://wefut.com/player/22/19258/zou-zheng
Joona Toivio,66,CB,silver,Finland,55,52,55,52,65,74,https://wefut.com/player/22/19257/joona-toivio
Rodrigo Vilca,66,CAM,silver,Peru,74,62,65,70,44,59,https://wefut.com/player/22/18746/rodrigo-vilca
Martín Calderón,66,CM,silver,Spain,68,61,65,64,63,61,https://wefut.com/player/22/18745/martin-calderon
Nicolás Eduardo Castro,66,LW,silver,Argentina,68,66,59,67,34,61,https://wefut.com/player/22/18744/nicolas-eduardo-castro
Nathan Patterson,66,RB,silver,Scotland,81,44,57,63,62,69,https://wefut.com/player/22/18743/nathan-patterson
Yusuke Matsuo,66,LM,silver,Japan,84,61,60,68,58,63,https://wefut.com/player/22/18742/yusuke-matsuo
Dion Sanderson,66,CB,silver,England,73,40,51,58,66,71,https://wefut.com/player/22/18736/dion-sanderson
Taylor Richards,66,CAM,silver,England,73,62,63,68,51,66,https://wefut.com/player/22/18735/taylor-richards
Mo Adams,66,CDM,silver,England,64,48,53,64,67,69,https://wefut.com/player/22/18734/mo-adams
Keita Nakamura,66,LM,silver,Japan,74,61,61,67,47,68,https://wefut.com/player/22/18733/keita-nakamura
Francisco Grahl,66,CM,silver,Argentina,68,52,68,67,56,66,https://wefut.com/player/22/18732/francisco-grahl
Julián Carranza,66,ST,silver,Argentina,68,65,54,67,33,62,https://wefut.com/player/22/18731/julian-carranza
Han Seung Gyu,66,CAM,silver,Korea Republic,77,57,64,68,46,63,https://wefut.com/player/22/18729/han-seung-gyu
Tomoya Koyamatsu,66,LM,silver,Japan,73,63,65,68,26,53,https://wefut.com/player/22/18726/tomoya-koyamatsu
Niko Hämäläinen,66,LWB,silver,Finland,76,48,58,66,61,61,https://wefut.com/player/22/18725/niko-hamalainen
Abdulrahman Al Obaid,66,LB,silver,Saudi Arabia,78,59,65,66,57,67,https://wefut.com/player/22/18724/abdulrahman-al-obaid
Harry Chapman,66,LW,silver,England,76,59,61,70,30,57,https://wefut.com/player/22/18722/harry-chapman
Dominique Badji,66,ST,silver,Senegal,75,62,47,66,38,75,https://wefut.com/player/22/18720/dominique-badji
Victor Wernersson,66,LB,silver,Sweden,70,45,59,65,62,66,https://wefut.com/player/22/18716/victor-wernersson
Ben Sweat,66,LB,silver,United States,67,43,64,64,65,70,https://wefut.com/player/22/18715/ben-sweat
Daniel O'Shaughnessy,66,CB,silver,Finland,55,35,56,50,65,73,https://wefut.com/player/22/18714/daniel-o-shaughnessy
Dion Charles,66,ST,silver,Northern Ireland,75,65,58,66,34,73,https://wefut.com/player/22/18713/dion-charles
Daniel Steres,66,CB,silver,United States,41,27,51,50,65,73,https://wefut.com/player/22/18710/daniel-steres
Alistair Johnston,66,RB,silver,Canada,74,43,53,61,63,68,https://wefut.com/player/22/18557/alistair-johnston
Ismaël Boura,66,LWB,silver,France,67,47,53,69,62,58,https://wefut.com/player/22/17678/ismael-boura
Blessing Eleke,66,ST,silver,Nigeria,67,67,51,64,44,76,https://wefut.com/player/22/17249/blessing-eleke
Kevin,66,LM,silver,Spain,76,59,60,71,33,49,https://wefut.com/player/22/9221/kevin
Tibo Persyn,66,RM,silver,Belgium,83,51,61,65,49,61,https://wefut.com/player/22/9220/tibo-persyn
Beñat Prados,66,CM,silver,Spain,66,65,65,68,60,52,https://wefut.com/player/22/9219/benat-prados
Erik Daniel,66,RM,silver,Czech Republic,76,62,62,65,30,52,https://wefut.com/player/22/9218/erik-daniel
Andrew Gutman,66,LB,silver,United States,76,35,53,66,62,48,https://wefut.com/player/22/9217/alex-balde
Vinko Međimorec,66,CB,silver,Croatia,70,38,34,41,67,71,https://wefut.com/player/22/9216/vinko-medimorec
Emir Sahiti,66,LW,silver,Albania,83,60,56,70,29,50,https://wefut.com/player/22/9215/emir-sahiti
Facundo Zabala,66,LB,silver,Argentina,68,26,49,56,62,49,https://wefut.com/player/22/9214/facundo-zabala
Rafael Santos,66,CB,silver,Brazil,62,26,38,43,65,67,https://wefut.com/player/22/9213/rafael-santos
Álex Petxa,66,RB,silver,Spain,71,49,64,60,60,67,https://wefut.com/player/22/9212/alex-petxa
Elayis Tavşan,66,RW,silver,Netherlands,86,60,59,66,24,58,https://wefut.com/player/22/9211/elayis-tavsan
Ekain,66,ST,silver,Spain,71,67,56,66,29,60,https://wefut.com/player/22/9210/ekain
Rubén,66,CB,silver,Spain,70,44,49,58,65,69,https://wefut.com/player/22/9209/ruben
Thiago Andrade,66,LW,silver,Brazil,83,63,56,70,41,55,https://wefut.com/player/22/9208/thiago-andrade
Aleksandar Andrejević,66,CB,silver,Serbia,59,38,53,58,65,72,https://wefut.com/player/22/9207/aleksandar-andrejevic
Daniel Štefulj,66,LB,silver,Croatia,72,50,57,66,59,70,https://wefut.com/player/22/9204/daniel-stefulj
Rodrigo Piñeiro,66,RW,silver,Uruguay,81,60,62,68,26,53,https://wefut.com/player/22/9201/rodrigo-pineiro
Stipe Radić,66,CB,silver,Croatia,61,37,49,46,66,70,https://wefut.com/player/22/9200/stipe-radic
